name;version;name;wmc;dit;noc;cbo;rfc;lcom;ca;npm;bug
ant;1.7;org.apache.tools.tar.TarConstants;0;1;0;1;0;0;1;0;0
ant;1.7;org.apache.tools.ant.taskdefs.compilers.Sj;3;2;0;5;12;3;1;2;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.perforce.P4Delete;3;4;0;4;10;0;0;3;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.EchoProperties;14;3;0;10;90;63;1;9;0
ant;1.7;org.apache.tools.ant.taskdefs.condition.Http;4;2;0;4;15;0;1;4;0
ant;1.7;org.apache.tools.ant.taskdefs.Rename;6;3;0;5;21;3;0;5;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.depend.ClassFileIterator;1;1;0;3;1;0;2;1;0
ant;1.7;org.apache.tools.ant.taskdefs.Jikes;2;1;0;6;30;0;0;0;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.depend.constantpool.ConstantPoolEntry;7;1;7;14;24;11;10;7;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.perforce.P4OutputStream;4;2;0;2;12;0;1;3;0
ant;1.7;org.apache.tools.ant.taskdefs.condition.Matches;8;2;0;6;15;6;0;8;0
ant;1.7;org.apache.tools.ant.taskdefs.Exec;10;3;0;5;45;21;1;7;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.jsp.compilers.JspCompilerAdapter;4;1;0;5;4;6;3;4;0
ant;1.7;org.apache.tools.ant.util.TaskLogger;6;1;0;1;8;0;0;6;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter;13;1;0;7;40;58;0;11;0
ant;1.7;org.apache.tools.ant.taskdefs.condition.FilesMatch;6;1;0;4;15;3;1;5;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.clearcase.CCRmtype;20;4;0;7;39;148;0;16;0
ant;1.7;org.apache.tools.ant.util.PackageNameMapper;2;2;0;1;6;1;0;1;0
ant;1.7;org.apache.tools.ant.types.selectors.SelectorUtils;18;1;0;10;47;145;8;15;1
ant;1.7;org.apache.tools.ant.taskdefs.optional.Javah;31;3;0;16;79;365;4;29;0
ant;1.7;org.apache.tools.ant.taskdefs.LoadFile;2;4;0;3;5;1;0;2;0
ant;1.7;org.apache.tools.ant.taskdefs.condition.HasMethod;12;2;0;7;37;44;0;9;0
ant;1.7;org.apache.tools.ant.taskdefs.WhichResource;8;3;0;5;30;8;0;7;0
ant;1.7;org.apache.tools.ant.types.resources.Difference;3;4;0;3;20;3;0;1;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.sound.AntSoundPlayer;14;1;0;4;43;81;1;11;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.j2ee.GenericHotDeploymentTool;11;2;1;8;27;21;2;9;0
ant;1.7;org.apache.tools.ant.util.facade.ImplementationSpecificArgument;3;3;2;8;6;1;7;3;0
ant;1.7;org.apache.tools.ant.taskdefs.Move;9;4;0;10;64;22;1;1;1
ant;1.7;org.apache.tools.ant.taskdefs.condition.Equals;6;1;0;3;11;1;1;6;0
ant;1.7;org.apache.tools.ant.types.Comparison;5;2;2;9;10;6;7;4;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirrorImpl;4;1;0;13;14;6;0;4;0
ant;1.7;org.apache.tools.ant.IntrospectionHelper;35;1;0;32;120;417;20;24;4
ant;1.7;org.apache.tools.ant.taskdefs.XSLTLoggerAware;1;1;0;3;1;0;2;1;0
ant;1.7;org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask;15;4;0;13;87;69;0;10;2
ant;1.7;org.apache.tools.ant.taskdefs.optional.depend.constantpool.FieldRefCPInfo;7;2;0;4;21;3;2;7;0
ant;1.7;org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser;12;1;0;4;41;0;3;3;1
ant;1.7;org.apache.tools.ant.dispatch.Dispatchable;1;1;0;2;1;0;2;1;0
ant;1.7;org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff;13;4;0;6;72;22;0;8;1
ant;1.7;org.apache.tools.bzip2.CBZip2OutputStream;41;2;0;6;60;402;3;8;6
ant;1.7;org.apache.tools.ant.taskdefs.condition.Os;13;1;0;27;23;68;25;12;1
ant;1.7;org.apache.tools.ant.util.ScriptRunnerHelper;16;1;0;13;31;76;5;13;0
ant;1.7;org.apache.tools.ant.taskdefs.Exit;12;3;0;6;30;30;0;8;0
ant;1.7;org.apache.tools.ant.util.MergingMapper;4;1;0;4;5;0;3;4;0
ant;1.7;org.apache.tools.ant.taskdefs.MacroDef;21;4;0;15;76;152;5;16;1
ant;1.7;org.apache.tools.ant.taskdefs.TempFile;9;3;0;5;18;14;1;8;1
ant;1.7;org.apache.tools.ant.taskdefs.MakeUrl;14;3;0;7;46;27;0;8;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.sos.SOSCmd;0;1;0;1;0;0;1;0;0
ant;1.7;org.apache.tools.ant.taskdefs.condition.IsReachable;7;2;0;3;30;9;0;5;0
ant;1.7;org.apache.tools.ant.taskdefs.DefaultExcludes;6;3;0;4;17;0;0;6;0
ant;1.7;org.apache.tools.ant.filters.StripLineBreaks;7;5;0;4;17;0;1;5;0
ant;1.7;org.apache.tools.ant.taskdefs.Transform;1;5;0;1;2;0;0;1;0
ant;1.7;org.apache.tools.ant.DefaultLogger;18;1;4;14;42;113;7;12;3
ant;1.7;org.apache.tools.ant.util.ClasspathUtils;12;1;0;19;33;66;13;10;0
ant;1.7;org.apache.tools.ant.types.resources.Sort;4;4;1;11;20;0;2;2;2
ant;1.7;org.apache.tools.ant.taskdefs.Copydir;8;4;0;5;39;4;0;7;0
ant;1.7;org.apache.tools.ant.types.PatternSet;22;3;0;14;62;133;10;17;0
ant;1.7;org.apache.tools.ant.types.Environment;4;1;1;8;10;0;6;4;0
ant;1.7;org.apache.tools.ant.helper.ProjectHelperImpl;15;2;0;18;66;77;9;2;0
ant;1.7;org.apache.tools.ant.taskdefs.Expand;16;3;1;18;80;86;1;11;4
ant;1.7;org.apache.tools.ant.types.selectors.BaseSelectorContainer;28;4;5;23;45;348;5;28;1
ant;1.7;org.apache.tools.ant.taskdefs.optional.javah.JavahAdapter;1;1;0;5;1;0;4;1;0
ant;1.7;org.apache.tools.ant.types.selectors.PresentSelector;7;4;0;13;26;0;6;7;0
ant;1.7;org.apache.tools.ant.input.MultipleChoiceInputRequest;3;2;0;3;10;0;2;3;0
ant;1.7;org.apache.tools.ant.taskdefs.EchoXML;4;3;0;6;15;2;0;4;1
ant;1.7;org.apache.tools.mail.MailMessage;31;1;0;5;70;407;2;13;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.depend.constantpool.DoubleCPInfo;3;3;0;2;11;3;1;3;0
ant;1.7;org.apache.tools.ant.taskdefs.condition.Socket;4;2;0;4;13;0;1;4;0
ant;1.7;org.apache.tools.ant.ExitStatusException;4;5;0;5;7;0;3;4;0
ant;1.7;org.apache.tools.ant.Target;28;1;0;34;63;200;29;24;1
ant;1.7;org.apache.tools.ant.types.resources.selectors.Name;6;1;0;3;11;0;0;6;0
ant;1.7;org.apache.tools.ant.taskdefs.condition.Contains;5;1;0;3;9;0;1;5;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror;3;1;0;7;3;3;2;3;0
ant;1.7;org.apache.tools.ant.ProjectComponent;10;1;28;67;14;35;66;10;0
ant;1.7;org.apache.tools.ant.filters.StripLineComments;8;5;0;5;26;0;1;5;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.dotnet.CSharp;23;6;0;4;42;185;0;15;0
ant;1.7;org.apache.tools.ant.types.ResourceFactory;1;1;0;9;1;0;8;1;0
ant;1.7;org.apache.tools.ant.DynamicConfiguratorNS;0;1;0;3;0;0;1;0;0
ant;1.7;org.apache.tools.ant.types.TimeComparison;8;2;1;8;15;20;5;7;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.vss.MSVSSCREATE;5;4;0;5;21;10;0;4;0
ant;1.7;org.apache.tools.tar.TarBuffer;21;1;0;2;36;38;2;17;1
ant;1.7;org.apache.tools.ant.types.selectors.NotSelector;4;6;0;8;13;6;6;4;0
ant;1.7;org.apache.tools.ant.util.depend.bcel.AncestorAnalyzer;3;2;0;3;31;3;0;1;0
ant;1.7;org.apache.tools.ant.taskdefs.DependSet;14;4;0;25;59;67;3;8;3
ant;1.7;org.apache.tools.ant.taskdefs.optional.dotnet.Ilasm;31;5;0;7;51;381;0;20;0
ant;1.7;org.apache.tools.ant.types.selectors.DependSelector;3;5;0;10;12;1;6;3;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.junit.ArrayEnumeration;3;1;0;1;5;0;1;3;0
ant;1.7;org.apache.tools.ant.types.resources.TarResource;11;5;0;8;49;21;2;9;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.perforce.P4Submit;7;4;0;4;14;15;1;5;0
ant;1.7;org.apache.tools.ant.types.Parameterizable;1;1;0;4;1;0;3;1;0
ant;1.7;org.apache.tools.ant.taskdefs.Copy;45;3;2;25;157;744;4;27;5
ant;1.7;org.apache.tools.ant.util.WeakishReference;3;1;1;1;6;1;1;2;0
ant;1.7;org.apache.tools.ant.taskdefs.CVSPass;6;3;0;3;32;0;0;5;0
ant;1.7;org.apache.tools.ant.types.LogLevel;5;2;2;3;8;8;2;3;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.dotnet.WsdlToDotnet;18;3;0;6;55;79;0;15;0
ant;1.7;org.apache.tools.ant.types.resources.comparators.Size;2;4;0;2;4;1;0;1;0
ant;1.7;org.apache.tools.ant.types.PropertySet;24;3;0;21;96;246;9;20;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.j2ee.ServerDeploy;9;3;0;7;20;12;5;9;0
ant;1.7;org.apache.tools.ant.util.CollectionUtils;7;1;0;5;19;21;2;7;4
ant;1.7;org.apache.tools.ant.Project;120;1;0;365;288;6692;352;103;10
ant;1.7;org.apache.tools.ant.taskdefs.optional.jsp.JspNameMangler;7;1;0;2;24;19;1;3;0
ant;1.7;org.apache.tools.ant.taskdefs.Replace;30;4;0;10;100;271;4;16;3
ant;1.7;org.apache.tools.ant.taskdefs.optional.clearcase.CCMkdir;11;4;0;7;33;37;0;8;0
ant;1.7;org.apache.tools.zip.UnrecognizedExtraField;10;1;0;3;13;31;1;10;1
ant;1.7;org.apache.tools.ant.taskdefs.optional.SchemaValidate;17;4;0;3;58;108;0;9;0
ant;1.7;org.apache.tools.ant.types.Path;34;3;0;112;112;461;101;28;1
ant;1.7;org.apache.tools.ant.taskdefs.optional.clearcase.CCMkelem;22;4;0;7;45;183;0;18;0
ant;1.7;org.apache.tools.ant.types.RegularExpression;8;3;0;10;15;0;6;5;0
ant;1.7;org.apache.tools.ant.types.resources.FailFast;9;1;0;5;24;4;5;3;0
ant;1.7;org.apache.tools.ant.taskdefs.CopyPath;11;3;0;9;38;29;0;9;0
ant;1.7;org.apache.tools.ant.taskdefs.compilers.Jvc;2;2;0;8;26;1;1;2;0
ant;1.7;org.apache.tools.ant.types.resolver.ApacheCatalogResolver;6;2;0;7;31;3;1;5;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.extension.Specification;20;1;0;5;54;138;1;13;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.script.ScriptDefBase;8;3;0;5;25;16;1;7;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.clearcase.CCUpdate;16;4;0;7;38;84;0;14;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.depend.Depend;27;4;0;13;118;265;0;12;2
ant;1.7;org.apache.tools.ant.taskdefs.optional.perforce.P4Base;15;3;15;27;41;57;17;13;0
ant;1.7;org.apache.tools.tar.TarOutputStream;15;3;0;3;39;41;1;14;1
ant;1.7;org.apache.tools.ant.types.resources.Resources;12;3;0;15;47;44;9;6;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage;9;2;1;6;50;24;2;5;1
ant;1.7;org.apache.tools.ant.taskdefs.optional.junit.JUnitResultFormatter;5;1;0;11;5;10;7;5;0
ant;1.7;org.apache.tools.ant.taskdefs.Ear;8;6;0;7;31;16;0;4;1
ant;1.7;org.apache.tools.ant.util.Tokenizer;2;1;0;6;2;1;6;2;0
ant;1.7;org.apache.tools.ant.taskdefs.Rmic;48;4;0;25;112;962;8;44;2
ant;1.7;org.apache.tools.ant.input.DefaultInputHandler;4;1;1;8;26;6;4;2;0
ant;1.7;org.apache.tools.ant.util.RegexpPatternMapper;7;1;0;4;24;0;0;6;1
ant;1.7;org.apache.tools.ant.taskdefs.optional.ccm.CCMCheckinDefault;1;5;0;1;4;0;0;1;0
ant;1.7;org.apache.tools.ant.taskdefs.condition.Condition;1;1;0;36;1;0;35;1;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.unix.Chgrp;4;6;0;4;16;0;0;3;0
ant;1.7;org.apache.tools.mail.MailPrintStream;5;4;0;1;9;10;1;3;0
ant;1.7;org.apache.tools.ant.taskdefs.XSLTLiaison2;1;1;0;3;1;0;2;1;0
ant;1.7;org.apache.tools.ant.taskdefs.XSLTLiaison3;1;1;0;4;1;0;2;1;0
ant;1.7;org.apache.tools.ant.taskdefs.rmic.RmicAdapter;4;1;0;6;4;6;3;4;0
ant;1.7;org.apache.tools.ant.util.java15.ProxyDiagnostics;3;1;0;1;23;1;0;3;0
ant;1.7;org.apache.tools.ant.taskdefs.condition.Xor;2;3;0;3;7;1;0;2;0
ant;1.7;org.apache.tools.ant.util.FlatFileNameMapper;4;1;0;2;7;6;1;4;0
ant;1.7;org.apache.tools.ant.filters.util.JavaClassHelper;3;1;0;4;19;1;0;2;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.ejb.InnerClassFilenameFilter;2;1;0;1;11;0;1;1;0
ant;1.7;org.apache.tools.ant.types.resources.selectors.Compare;8;3;0;11;33;4;0;6;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.depend.constantpool.FloatCPInfo;3;3;0;2;11;3;1;3;0
ant;1.7;org.apache.tools.ant.util.FileNameMapper;3;1;0;38;3;3;38;3;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.perforce.P4Counter;5;4;0;6;17;0;1;5;0
ant;1.7;org.apache.tools.ant.types.resources.ImmutableResourceException;2;4;0;2;4;1;2;2;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.ejb.BorlandGenerateClient;14;3;0;9;52;15;1;10;0
ant;1.7;org.apache.tools.ant.util.optional.NoExitSecurityManager;3;2;0;1;5;3;0;3;0
ant;1.7;org.apache.tools.ant.filters.util.ChainReaderHelper;9;1;0;17;39;10;6;8;1
ant;1.7;org.apache.tools.ant.taskdefs.ManifestException;1;3;0;6;2;0;6;1;0
ant;1.7;org.apache.tools.ant.taskdefs.ExecuteWatchdog;9;1;0;17;23;0;14;8;0
ant;1.7;org.apache.tools.ant.util.TeeOutputStream;6;2;0;4;12;0;4;6;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.perforce.P4Handler;2;1;0;20;2;1;18;2;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.clearcase.CCMkattr;22;4;0;8;46;189;0;16;0
ant;1.7;org.apache.tools.ant.util.regexp.RegexpFactory;4;2;0;7;18;6;1;3;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.extension.LibFileSet;7;5;0;3;8;15;2;4;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.extension.Compatibility;2;1;0;2;3;0;2;1;0
ant;1.7;org.apache.tools.ant.types.resources.StringResource;17;4;0;8;41;104;3;14;0
ant;1.7;org.apache.tools.ant.filters.TokenFilter;19;4;0;19;41;23;5;19;0
ant;1.7;org.apache.tools.ant.util.OutputStreamFunneler;12;1;0;2;21;42;2;4;0
ant;1.7;org.apache.tools.ant.taskdefs.SubAnt;31;3;0;15;109;365;0;27;1
ant;1.7;org.apache.tools.ant.types.optional.depend.DependScanner;15;2;0;6;43;95;1;15;0
ant;1.7;org.apache.tools.ant.launch.AntMain;1;1;0;2;1;0;2;1;0
ant;1.7;org.apache.tools.ant.taskdefs.Ant;28;3;0;18;132;130;3;19;3
ant;1.7;org.apache.tools.ant.util.ReflectWrapper;6;1;0;3;14;0;2;6;0
ant;1.7;org.apache.tools.ant.types.selectors.SelectorScanner;3;1;0;3;3;3;2;3;0
ant;1.7;org.apache.tools.ant.util.DateUtils;11;1;0;4;36;51;4;8;1
ant;1.7;org.apache.tools.ant.types.FilterChain;25;3;1;35;39;0;9;25;0
ant;1.7;org.apache.tools.ant.launch.LaunchException;1;3;0;1;2;0;1;1;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.native2ascii.Native2AsciiAdapter;1;1;0;4;1;0;3;1;0
ant;1.7;org.apache.tools.ant.input.GreedyInputHandler;2;2;0;6;20;1;1;2;0
ant;1.7;org.apache.tools.ant.types.optional.ScriptMapper;7;3;0;3;16;13;0;6;0
ant;1.7;org.apache.tools.ant.types.resolver.ApacheCatalog;4;2;0;6;14;0;1;3;0
ant;1.7;org.apache.tools.ant.taskdefs.StreamPumper;10;1;0;5;18;21;5;8;1
ant;1.7;org.apache.tools.ant.taskdefs.optional.perforce.P4Edit;3;4;0;4;10;0;0;3;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.vss.MSVSSCHECKIN;7;4;0;6;28;21;0;6;0
ant;1.7;org.apache.tools.ant.DynamicElementNS;1;1;0;4;1;0;3;1;0
ant;1.7;org.apache.tools.ant.taskdefs.JDBCTask;26;3;1;8;60;225;1;20;1
ant;1.7;org.apache.tools.ant.taskdefs.email.EmailTask;32;3;2;16;97;362;2;32;4
ant;1.7;org.apache.tools.ant.taskdefs.Execute;33;1;0;70;121;440;54;25;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.XMLValidateTask;29;3;1;18;96;294;2;16;0
ant;1.7;org.apache.tools.ant.types.optional.depend.ClassfileSet;7;5;0;6;31;0;0;6;0
ant;1.7;org.apache.tools.ant.util.KeepAliveOutputStream;2;3;0;2;3;1;2;2;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask;11;4;0;6;35;9;0;8;0
ant;1.7;org.apache.tools.ant.XmlLogger;16;1;0;12;75;50;0;12;1
ant;1.7;org.apache.tools.ant.taskdefs.optional.junit.XMLConstants;0;1;0;2;0;0;2;0;0
ant;1.7;org.apache.tools.ant.filters.StringInputStream;2;3;0;1;5;1;0;2;0
ant;1.7;org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter;15;1;4;12;53;71;5;5;3
ant;1.7;org.apache.tools.ant.taskdefs.Dirname;4;3;0;4;10;2;0;4;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.perforce.P4Fstat;9;4;0;7;37;10;1;6;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.vss.MSVSSCHECKOUT;11;4;0;8;38;55;0;10;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.extension.LibraryDisplayer;6;1;0;5;26;15;1;0;0
ant;1.7;org.apache.tools.ant.types.TarScanner;2;3;0;7;17;1;1;1;0
ant;1.7;org.apache.tools.ant.filters.ConcatFilter;9;5;0;4;28;12;0;8;0
ant;1.7;org.apache.tools.ant.taskdefs.ImportTask;5;3;0;7;31;4;0;4;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.perforce.P4Resolve;13;4;0;4;22;56;0;12;0
ant;1.7;org.apache.tools.ant.taskdefs.SendEmail;2;4;0;1;5;1;0;2;0
ant;1.7;org.apache.tools.ant.taskdefs.Delete;46;4;0;39;135;17;2;40;5
ant;1.7;org.apache.tools.ant.util.StringTokenizer;8;2;1;4;18;2;1;7;0
ant;1.7;org.apache.tools.ant.taskdefs.Input;8;3;0;8;32;0;1;8;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.sos.SOS;38;3;4;16;68;601;4;13;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.dotnet.DotnetDefine;7;1;0;5;12;11;1;7;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.ccm.CCMCheckin;1;5;0;1;8;0;0;1;0
ant;1.7;org.apache.tools.ant.SubBuildListener;2;1;0;6;2;1;4;2;0
ant;1.7;org.apache.tools.ant.taskdefs.XmlProperty;34;3;0;9;106;435;0;15;1
ant;1.7;org.apache.tools.ant.types.resources.GZipResource;5;5;0;2;9;10;0;2;0
ant;1.7;org.apache.tools.ant.Main;23;1;0;17;126;161;2;5;4
ant;1.7;org.apache.tools.ant.filters.LineContainsRegExp;10;5;0;7;32;0;1;7;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.junit.JUnitTask;63;3;0;36;267;1715;4;36;5
ant;1.7;org.apache.tools.ant.types.FileSet;6;4;5;64;17;15;59;5;0
ant;1.7;org.apache.tools.ant.taskdefs.condition.ResourcesMatch;4;1;0;6;18;0;0;4;0
ant;1.7;org.apache.tools.ant.taskdefs.ConditionTask;5;3;0;4;18;0;0;5;0
ant;1.7;org.apache.tools.ant.taskdefs.Java;60;3;0;35;178;1304;10;43;2
ant;1.7;org.apache.tools.ant.util.depend.DependencyAnalyzer;10;1;0;5;10;45;4;10;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.sos.SOSCheckout;4;4;0;3;14;6;0;3;0
ant;1.7;org.apache.tools.ant.types.optional.ScriptCondition;4;3;0;3;7;0;0;4;0
ant;1.7;org.apache.tools.ant.util.FileTokenizer;3;2;1;4;5;3;1;3;0
ant;1.7;org.apache.tools.ant.taskdefs.Copyfile;6;3;0;4;24;1;0;6;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessageBySftp;5;3;0;9;44;8;1;3;1
ant;1.7;org.apache.tools.ant.TaskAdapter;6;3;0;7;28;9;2;6;0
ant;1.7;org.apache.tools.ant.taskdefs.AntStructure;8;3;0;6;36;18;1;4;0
ant;1.7;org.apache.tools.ant.taskdefs.cvslib.CVSEntry;9;1;0;4;19;14;3;9;0
ant;1.7;org.apache.tools.ant.NoBannerLogger;4;2;0;4;17;0;0;4;1
ant;1.7;org.apache.tools.ant.taskdefs.Antlib;7;3;0;10;46;9;1;4;1
ant;1.7;org.apache.tools.ant.types.resources.selectors.InstanceOf;9;1;0;7;21;16;0;9;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.jsp.WLJspc;9;4;0;9;61;14;0;7;0
ant;1.7;org.apache.tools.ant.MagicNames;1;1;0;0;2;0;0;0;2
ant;1.7;org.apache.tools.ant.types.RedirectorElement;28;3;0;13;85;248;5;24;0
ant;1.7;org.apache.tools.ant.taskdefs.compilers.Kjc;3;2;0;10;23;3;1;2;0
ant;1.7;org.apache.tools.ant.types.resources.selectors.None;3;4;0;3;9;3;0;3;0
ant;1.7;org.apache.tools.ant.taskdefs.Classloader;10;3;0;6;38;9;0;10;3
ant;1.7;org.apache.tools.ant.taskdefs.optional.ejb.WeblogicTOPLinkDeploymentTool;6;3;0;5;22;7;1;4;0
ant;1.7;org.apache.tools.ant.DynamicConfigurator;0;1;0;4;0;0;2;0;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.j2ee.JonasHotDeploymentTool;9;3;0;8;38;14;1;7;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.clearcase.CCUnCheckout;5;4;0;7;27;4;0;4;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.vss.MSVSSHISTORY;12;4;0;6;45;66;0;11;0
ant;1.7;org.apache.tools.ant.DynamicAttributeNS;1;1;0;3;1;0;2;1;0
ant;1.7;org.apache.tools.ant.taskdefs.Tar;22;4;0;25;172;151;1;10;4
ant;1.7;org.apache.tools.ant.taskdefs.rmic.WLRmic;4;2;0;9;22;6;1;4;2
ant;1.7;org.apache.tools.ant.taskdefs.SignJar;20;4;0;9;56;150;0;15;2
ant;1.7;org.apache.tools.ant.taskdefs.Definer;25;5;1;14;91;196;3;16;1
ant;1.7;org.apache.tools.ant.taskdefs.optional.extension.JarLibResolveTask;13;3;0;10;36;20;0;9;0
ant;1.7;org.apache.tools.ant.taskdefs.compilers.AptExternalCompilerAdapter;3;2;0;6;15;3;0;2;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.jsp.compilers.DefaultJspCompilerAdapter;10;1;1;6;26;41;1;5;0
ant;1.7;org.apache.tools.ant.types.ResourceLocation;7;1;1;6;8;3;6;7;0
ant;1.7;org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector;40;5;0;30;121;622;6;36;2
ant;1.7;org.apache.tools.ant.taskdefs.optional.depend.AntAnalyzer;3;2;0;3;36;3;1;1;1
ant;1.7;org.apache.tools.ant.taskdefs.condition.ConditionBase;25;2;7;27;38;0;8;21;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.perforce.P4Integrate;26;4;0;4;34;203;0;26;0
ant;1.7;org.apache.tools.ant.util.ReflectUtil;6;1;0;4;15;15;3;5;1
ant;1.7;org.apache.tools.ant.taskdefs.optional.ccm.CCMCreateTask;20;4;0;7;52;154;0;19;0
ant;1.7;org.apache.tools.ant.taskdefs.Get;11;3;0;9;54;15;1;10;3
ant;1.7;org.apache.tools.ant.util.RetryHandler;2;1;0;2;9;0;0;2;0
ant;1.7;org.apache.tools.ant.types.mappers.FilterMapper;4;4;0;7;19;6;0;4;0
ant;1.7;org.apache.tools.zip.ZipFile;17;1;0;13;73;82;8;10;7
ant;1.7;org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory;4;1;0;14;27;4;1;1;0
ant;1.7;org.apache.tools.ant.util.LazyHashtable;9;3;0;0;16;34;0;8;0
ant;1.7;org.apache.tools.ant.types.selectors.DateSelector;14;5;0;12;41;29;6;13;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.script.ScriptDef;14;5;0;14;69;25;1;14;0
ant;1.7;org.apache.tools.ant.taskdefs.condition.IsFileSelected;6;4;0;7;16;9;1;5;0
ant;1.7;org.apache.tools.ant.taskdefs.ExecuteOn;31;4;4;29;104;347;4;20;2
ant;1.7;org.apache.tools.ant.taskdefs.PathConvert;21;3;0;12;61;144;1;15;0
ant;1.7;org.apache.tools.tar.TarEntry;35;1;0;8;73;353;6;34;1
ant;1.7;org.apache.tools.ant.taskdefs.optional.jsp.Jasper41Mangler;4;1;0;2;17;6;1;3;0
ant;1.7;org.apache.tools.ant.types.resources.selectors.Not;4;1;0;5;7;4;3;4;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.depend.constantpool.MethodRefCPInfo;7;2;0;4;21;3;2;7;0
ant;1.7;org.apache.tools.ant.taskdefs.Echo;8;3;0;6;27;0;0;8;0
ant;1.7;org.apache.tools.ant.util.DOMUtils;7;1;0;3;15;21;2;7;0
ant;1.7;org.apache.tools.ant.helper.DefaultExecutor;4;1;0;4;8;4;0;3;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.extension.Compatability;2;1;0;0;3;0;0;1;0
ant;1.7;org.apache.tools.ant.util.Watchdog;7;1;0;3;22;0;3;6;1
ant;1.7;org.apache.tools.ant.taskdefs.optional.vss.MSVSSGET;12;4;0;8;41;66;0;11;0
ant;1.7;org.apache.tools.ant.taskdefs.DiagnosticsTask;3;3;0;3;5;1;0;2;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.extension.DeweyDecimal;2;2;0;5;4;1;4;2;0
ant;1.7;org.apache.tools.ant.taskdefs.condition.And;2;3;0;3;7;1;1;2;0
ant;1.7;org.apache.tools.ant.types.Commandline;31;1;0;81;71;311;78;27;2
ant;1.7;org.apache.tools.ant.UnsupportedElementException;2;5;0;3;3;0;2;2;0
ant;1.7;org.apache.tools.ant.taskdefs.optional.ccm.CCMReconfigure;9;4;0;6;25;18;0;8;0
ant;1.7;org.apache.tools.ant.Executor;2;1;0;4;2;1;3;2;0
ant;1.7;org.apache.tools.ant.taskdefs.Recorder;20;3;0;9;46;160;0;17;2
